Company Name,Industry,Industry Category,Products/Services Offered,USP (Unique Selling Proposition) / Key Selling Points,Customer Target Segments,Customer Target Segments Category,Business Model,Business Model Category,Company Size Indicators,Company Size Category,Innovation Level Indicators,Geographic Reach,Geographic Reach Category,Website,Email,Phone,Source Document Section/Notes,Is Successful Partner,Partner_Targets_B2B,Partner_Target_Audience_Size_Over_1000,Targets_Specific_Industry_Type,Is_Startup,Is_AI_Software,Is_Innovative_Product,Is_Disruptive_Product,Is_VC_Funded,Is_SaaS_Software,Is_Complex_Solution,Is_Investment_Product,Avg Leads Per Day,Rank (1-47)
"Prochazka Max, Knack Maximilian GbR",Advertising for Apprenticeships,,"- Digital touch-stand displays in schools for companies to present themselves to students via video or image.
- Spot production (at cost).
- Placement bookings with durations from 6 months to 3 years.","- Only channel that reaches students directly in schools daily in a trusted environment, independent of algorithms or events.
- Exclusive model: max 10 companies per school/location.
- Full-screen video/touch combination: 20-second spots, min 10x/hour, combined with touch interaction.
- Early positioning: presence long before students actively search for apprenticeships → trust-building.
- Granular control: school- and location-specific display; different spots & links possible per school.
- Pure career orientation context: no external advertising, no distraction.","- Companies wanting to recruit apprentices (recruiting focus).
- Primarily medium-sized businesses (KMU).
- Companies for whom specific school locations/regions are relevant.
- Companies with multiple locations (e.g., Nuremberg/Stuttgart/Munich).",,Booking a placement with a defined runtime.,,,SMB,"Digital displays with touch functionality in schools, offering targeted advertising to students.",DACH,,https://azubisaeule.de,,,"OneDrive folder: AzubiSäule
- Partnership is strong because it addresses the problem of companies needing to attract apprentices and the difficulty of reaching students online.
- Use case: Companies book placements on AzubiSäule displays in schools to present their apprenticeship opportunities to students.
- Buyer persona: Recruiters or those responsible for apprentice recruitment.
- Pain points: Difficulty attracting apprentices, short attention spans online, lack of trust in online advertising, content creation hurdles, need for differentiation in employer marketing, and need for local relevance.
- Disqualifiers: Companies not focused on apprentice recruitment or those unwilling to invest in video/image content.
- ROI: Increased visibility and brand awareness among students, leading to more qualified applicants.",,,,,,,,,,,,,,
Salute Space,AI on a Chip / Embedded Systems,,"- AstraDroid: A space-grade AI platform that can be integrated into various systems.
- AI as an embedded system on a chip.
- Development of individual solutions
- Implementation
- Maintenance
- Pre-trained individualised LLMs
- Hypercomputing inhouse im eigenen geschützten Server oder bei uns in unserem Datenzentrum in Deutschland","- Local, internet-independent AI on a microchip.
- Makes existing products intelligent.
- Offers maximum data security.
- Processes are made more efficient on-site without additional infrastructure.
- Hypercomputing on premise and no Cloud needed.","- Producing companies in the German Mittelstand.
- Smart cities
- Security companies
- Companies interested in information security
- Defense and Government AI Solutions
- Insurances
- Surveillance/Crime Prevention
- Airports
- Public Institutions/Places
- City Administrations
- Universities",,"B2B, B2G, SaaS subscription, project + recurring, licensing",,,Startup,"- Startup funded by the European Space Agency.
- Winner of the Entrepreneur World Cup.
- Incubated in the ESA BIC (European Space Agency Business Incubation Centre).",DACH,,https://www.salutes.space/,name@firma (example),023036762529 (for lead acquisition),"OneDrive folder: Salute Space
- Strong partnership potential due to innovative technology and early-stage growth.
- Target technical sales/development leaders, product managers, product developers, and research departments.
- Ideal for companies seeking to enhance their products with AI without relying on external infrastructure.
- Use cases include: security cameras detecting incidents, drone-based agriculture monitoring, and disaster area mapping.
- Disqualifiers: Companies not interested in embedded AI or those already heavily invested in cloud-based solutions.
- Long-term contracts are preferred; quality over quantity in customer acquisition.
- The company is flexible and willing to work closely with partners.
- Typical contract values range from 100,000 to 170,000 EUR depending on the solution.",,,,,,,,,,,,,,
Schenker AG Global Ventures & Innovation,Bauteile Supply,,"Supplier for the production of components (without electronics) for all manufacturing companies, mechanical engineering, etc. Production techniques include milling, injection molding, and 3D printing. Offers a wide range of materials and processes.","- One-stop shop for all component needs, covering all production techniques.
- Qualitative production.
- Network certified by Deutsche Bahn for highly critical parts.
- Ability to bundle customer requests for better prices.
- Flexible manufacturing: 90% in Germany, with options in Asia.
- High availability, capacity, and excellent planning.
- Flexible and fast due to the corporate structure, able to involve additional partners during peak times to shorten delivery times.",Manufacturing companies in DACH region; specifically targeting purchasing managers for products (classic component purchasing).,,Sales + Service,,,Enterprise,"Offers a comprehensive spectrum of production techniques, materials and processes – from classic to innovative. Uses 3D printing.",Global,,https://www.dbschenker.com/global,name@firma (example for agent),023036762572 (Acquisition),"OneDrive folder: Schenker
- Strong partnership potential due to Schenker's global network and purchasing power.
- Target customer pain point: cost savings in component procurement.
- Solution: comprehensive component supply with bundled requests for better pricing.
- Certified by Deutsche Bahn, indicating reliability for critical parts.
- Flexible manufacturing locations (Germany and Asia).
- Internal team structure with team leaders and performance tracking to motivate agents.
- Focus on developing existing customer portfolio and acquiring new customers.",,,,,,,,,,,,,,
Balzer & Partner,"Consulting/Coaching (Sales, Business Development)",,"- Systematized sales process development
- Microsoft Dynamics CRM & Power BI implementation (for clients without a CRM)
- Crisis turnaround for companies
- Market/competition analysis (SWOT)
- Sales pipeline development
- Digitalization of sales
- Leadership coaching
- Community building for entrepreneurs","- Experience in helping companies out of crises where others won't.
- Offers a Microsoft Dynamics system with Power BI to clients without a CRM.
- Focus on systematized, structured sales processes.
- Ability to quickly help companies systematize sales.
- Combines consulting with practical implementation using tools.","- KMU (small and medium-sized enterprises) up to 30 employees (comfort zone).
- Engineering and planning offices in renewable energy.
- Producing companies (e.g., plastics).
- Companies looking to establish a foothold in the German market (e.g., Belgian companies).",,"Project-based consulting, potentially with a community/membership component.",,,SMB,"- Use of Microsoft Dynamics and Power BI for sales process management.
- Community approach to scaling consulting services.","Potentially DACH, Skandinavia in the future.",,,,,"WARNING: Legal name missing in docs; using OneDrive folder name.
OneDrive folder: Balzer & Partner
- Partner is a sales consultant/coach with experience in turning around companies in crisis.
- Aims to help companies build robust sales pipelines and systematize their sales processes.
- Target clients are SMEs, particularly in renewable energy and manufacturing.
- Offers a Microsoft Dynamics CRM system to clients who don't have one.
- The partnership is strong because the consultant has a proven track record of helping companies improve their sales performance.
- Typical use cases include companies that are struggling to generate leads, close deals, or manage their sales processes effectively.
- Buyer personas include CEOs and sales managers who are looking for ways to improve their sales performance.
- A potential disqualifier is companies that are not willing to invest in sales process improvement.",,,,,,,,,,,,,,
WebMount e.U.,Webdesign Agency,,"- Webdesign services for small businesses, especially SHK (Sanitär, Heizung, Klima) businesses
- One-pager websites
- Multi-page websites
- Website redesigns","- Specializes in web design for SHK businesses (Sanitär, Heizung, Klima).
- Offers a free initial design proposal to showcase potential website improvements.
- Focuses on reputation building and employee acquisition through website design.","- Small to medium-sized SHK businesses (electricians, plumbers, HVAC companies) in the DACH region.
- Companies with outdated or non-existent websites.
- Businesses seeking to improve their online presence for customer acquisition and employee recruitment.",,Project-based pricing with packages for one-page and multi-page websites.,,,SMB,Utilizes modern web design techniques and offers a free design proposal to attract clients.,"DACH region (Austria, Germany, Switzerland)",,,,,"OneDrive folder: WebMount
- Partnership focuses on generating leads for WebMount through cold calling.
- Target businesses with poor or no website presence.
- Initial approach involves offering a free website design proposal.
- Aims to address common objections like lack of time, budget constraints, and perceived sufficient customer base.
- Use cases include improving reputation, attracting new customers, and aiding in employee recruitment.
- Disqualifiers: Companies completely uninterested in improving their online presence.",,,,,,,,,,,,,,
Wezi next,Product Optimization (Plastics),,"- Product analysis and optimization using plastics
- Potential analysis (4-6 week projects)
- Idea generation and evaluation
- Visualizations and ROI calculation","- Daughter company of Weber Group (75 years of experience in plastics)
- Combines traditional expertise with modern technologies and AI
- Independent development partner (not necessarily a new supplier)
- Fast and agile service provider
- Focus on cost, function, and sustainability improvements",Companies looking to improve their products through the use of plastics (even if they currently don't use plastics). Product managers facing challenges in improving product functionality and cost.,,Project-based (Potential Analysis),,,SMB,"- Use of KI-supported ideation and visualization
- Access to a knowledge base of 75 years and 400+ projects from the Weber Group",Europe,,,,,"OneDrive folder: Wezi-next
- Partnership is strong because Wezi Next offers a unique approach to product optimization by leveraging plastics and AI.
- Typical use cases: reducing costs, weight, and CO2 footprint; improving functionality and sustainability.
- Buyer personas: Product managers, engineers, and innovation leaders.
- Pain points: Lack of time, resources, or know-how to explore radical new designs using plastics.
- Disqualifiers: Companies not open to using plastics or not interested in product optimization.",,,,,,,,,,,,,,
Your Mellon,HR Tech / Recruiting Platform,,"- SaaS platform providing access to a database of pre-qualified job candidates from EU and non-EU countries.
- AI-powered software to identify suitable candidates.
- Integrated translation tool for communication with candidates.
- Mobile app for direct IP calls with candidates.
- Additional services like language training and business verification.
- Outsourced recruiting services.","- Direct access to a large, pre-qualified database of candidates (9,000-11,000 applications per month).
- Eliminates the need for traditional recruiters and associated fees.
- Candidates are personally vetted and pre-qualified.
- SaaS model offers control and cost savings.
- Integrated language support and communication tools.","- Companies in DACH region facing labor shortages.
- Industries: Healthcare, IT, Logistics, Manufacturing, Skilled Trades (Handwerk).
- Companies seeking to hire from abroad (EU and non-EU).
- Companies looking to reduce recruitment costs and gain more control over the process.",,SaaS subscription with tiered pricing based on database access. Also offers recruiting services.,,,SMB to Enterprise,"- AI-powered candidate matching.
- Integrated translation tools.
- Mobile app for direct communication.
- Business verification process for candidates.","Europe (EU and non-EU), with candidates from over 20 countries.",,,,,"OneDrive folder: Your Mellon
- Partnership is strong because Your Mellon offers a solution to a common pain point: difficulty finding qualified candidates, especially from abroad.
- Use cases: Filling open positions in industries facing labor shortages (healthcare, IT, logistics, manufacturing, skilled trades).
- Buyer personas: HR managers, recruiters, hiring managers.
- Pain points: High recruitment fees, lack of control over the hiring process, difficulty finding qualified candidates, language barriers.
- Disqualifiers: Companies that prefer to work with traditional recruiters or are not open to hiring from abroad.
- ROI: Reduced recruitment costs, faster time-to-hire, access to a larger pool of qualified candidates.",,,,,,,,,,,,,,
apc-tec GmbH,Industrial 3D Printing,,"- Industrial 3D printing (SLS, FDM, SLA)
- Co-Engineering
- In-house post-processing (chemical smoothing, dyeing, blasting, mechanical machining)
- Certified for food-contact components","- One of few German providers certified for food-contact parts (EU 10/2011, GMP)
- Complete in-house services: 3D printing, co-engineering, chemical smoothing, dyeing, machining
- Technical consulting directly from experts
- Focus on functional optimization and cost-effective production, even in small quantities","- Mechanical engineering
- Medical technology
- Food technology
- Drone and special vehicle construction
- Automation technology / plant engineering",,Manufacturing sales + service,,,SMB,"- Industrial 3D printing (SLS)
- Co-Engineering for part optimization
- Chemical smoothing for high-quality surfaces
- Certified food-safe materials",DACH,,www.apc-tec.de,,,"OneDrive folder: apc-tec GmbH
- Strong partnership potential due to APC-Tec's complete in-house capabilities and focus on co-engineering.
- Target buyer personas: Construction Managers, Product Developers, R&D Managers, Technical Managers, Project Managers, Product Managers (technical focus).
- Pain points: Lack of 3D printing know-how, high production costs, long lead times, complex geometries, no internal optimization potential.
- Solution: Potential analysis, co-engineering, optimized parts via 3D printing, complete in-house services, cost-effective for small quantities.
- Disqualifiers: Companies only needing basic prototyping, not interested in series production or optimization.
- Success story: Spreizklammer for food industry, reduced setup costs from €15k to €2k, eliminated sensors.",,,,,,,,,,,,,,
asphericon,High-precision optics manufacturing,,"- Standard catalog optics
- Customized optics solutions, including freeform lenses
- Optical systems
- High-precision manufacturing
- Digital traceability and quality assurance","- Technology leader in high-precision optics
- Pioneered aspheric optics as an industry standard
- Digitally driven manufacturing for traceability and reproducibility
- Solutions from initial feasibility to testing and finished optics","- Aerospace
- Medical technology
- Automation
- Research
- Customers requiring high accuracy",,Project-based and catalog sales,,,Mid-Market,"- Development of freeform optics
- Digitalized and data-driven manufacturing processes
- Continuous innovation in optical systems",Global,,,name@firma (example),,"OneDrive folder: Asphericon
- Partnership aims to re-establish contact with past clients.
- Key pain point: perceived high cost; address with catalog options and highlighting value.
- Focus on innovation (new catalog products, freeform lenses) to entice engagement.
- Digital traceability and data security are strong selling points.
- Target R&D engineers and those needing traceability.
- Fabrik in Tschechien for international production with different price hebel.",,,,,,,,,,,,,,
dieFinanzierung.com,Financial Services / Research Grants,,"- Finanzierungen für mittelständische Unternehmen
- Gewerbliche Immobilienfinanzierung
- Beratung und Unterstützung bei der Beantragung von Forschungszulagen (25-35% Rückerstattung der Personalkosten vom Staat)","- Expertise im Bereich Forschungszulagen mit einer 100% Erfolgsquote bei eingereichten Fällen seit Anfang des Jahres.
- Ingenieure im Team.
- Nehmen Unternehmen so viel Arbeit wie möglich ab.
- Erfolgsbasierte Bezahlung (Provision von 15-20% des erhaltenen Zuschusses).","- Mittelständische Unternehmen (Startups mit 5-10 Mitarbeitern bis zu Unternehmen mit 200-250 Mitarbeitern).
- Unternehmen mit Entwicklungsabteilungen.
- Unternehmen mit Personalkosten ab 200.000 Euro.",,Erfolgsbasierte Provision,,,SMB,"Forschungszulage für Unternehmen, die in Deutschland etwas entwickelt oder geforscht haben.",Germany,,Finanzierung.com,,,"OneDrive folder: Finanzierung.com
- Partnership is strong because dieFinanzierung.com has expertise in a niche area (Forschungszulage) that can benefit our clients.
- Typical use case: Mittelstand companies that are conducting research and development but are unaware of the available funding or find the application process cumbersome.
- Buyer personas: Geschäftsführer, F&E Leiter, Buchhalter.
- Pain points: Companies may not be aware of the Forschungszulage, find the application process difficult, or lack the expertise to navigate the BSFZ.
- Disqualifiers: Very large companies that have access to other funding sources; companies that do not conduct research and development.",,,,,,,,,,,,,,
zelhealth,Pharmaceutical Wholesale,,"- Pharmaceuticals, especially class 2b medical products
- Wound care products (Yellownate, Zettovit, Mepilex, Mepitel, Aquacel)
- Over-the-counter (OTC) products
- Parallel import of pharmaceuticals","- Significantly cheaper prices for medical products, especially wound care.
- Sources products from European importers (e.g., Netherlands) for better prices.
- Offers both German products with PZN and imported products.
- Focuses on arbitrage opportunities due to price differences in different countries (Scandinavia, Benelux, UK).","- Nursing homes
- Care services
- Sanitätshäuser (Medical supply stores)
- (Less focused) Pharmacies",,Wholesale distribution; arbitrage,,,,Parallel import and arbitrage of pharmaceuticals and medical products to exploit price differences.,"Germany, with export to Scandinavia, Benelux, UK",,,,,"OneDrive folder: zelhealth
- Goal is to reduce losses from expiring products and acquire new customers.
- Partnership is valuable because zelhealth offers cost savings to customers (nursing homes, care services) on medical products, especially wound care.
- They exploit price differences in the European market through parallel imports.
- Target buyer: Cost-conscious purchasers in nursing homes and care services.
- Disqualifiers: Customers who don't understand or prioritize cost savings.
- They are open to both direct sales and scheduling video meetings to build trust, especially given that they import from the ""gray market"".",,,,,,,,,,,,,,
